"area","const","margin","party","le","Party.Name","Lives.in.a.communal.establishment","Density","White..English.Welsh.Scottish.Northern.Irish.British","White..Irish","White..Gypsy.or.Irish.Traveller","White..Other.White","Mixed.multiple.ethnic.group..White.and.Black.Caribbean","Mixed.multiple.ethnic.group..White.and.Black.African","Mixed.multiple.ethnic.group..White.and.Asian","Mixed.multiple.ethnic.group..Other.Mixed","Asian.Asian.British..Indian","Asian.Asian.British..Pakistani","Asian.Asian.British..Bangladeshi","Asian.Asian.British..Chinese","Asian.Asian.British..Other.Asian","Black.African.Caribbean.Black.British..African","Black.African.Caribbean.Black.British..Caribbean","Black.African.Caribbean.Black.British..Other.Black","Other.ethnic.group..Arab","Other.ethnic.group..Any.other.ethnic.group","Dependent.children.in.household..All.ages","Single..never.married.or.never.registered.a.same.sex.civil.partnership.","Married","In.a.registered.same.sex.civil.partnership","Separated..but.still.legally.married.or.still.legally.in.a.same.sex.civil.partnership.","Divorced.or.formerly.in.a.same.sex.civil.partnership.which.is.now.legally.dissolved","Widowed.or.surviving.partner.from.a.same.sex.civil.partnership","Christian","Buddhist","Hindu","Jewish","Muslim","Sikh","Other.religion","No.religion","Religion.not.stated","Economically.active..Employee..Part.time","Economically.active..Employee..Full.time","Economically.active..Self.employed","Economically.active..Unemployed","Economically.active..Full.time.student","Economically.inactive..Retired","Economically.inactive..Student..including.full.time.students.","Economically.inactive..Looking.after.home.or.family","Economically.inactive..Long.term.sick.or.disabled","Economically.inactive..Other","Unemployed..Age.16.to.24","Unemployed..Age.50.to.74","Unemployed..Never.worked","Long.term.unemployed","Part.time..15.hours.or.less.worked","Part.time..16.to.30.hours.worked","Full.time..31.to.48.hours.worked","Full.time..49.or.more.hours.worked"
"E07000133","Rutland and Melton",25.35,"Conservative and Unionist Party",79.2,"(Conservative)",0.9,1,95,0.5,0,2.4,0.3,0.1,0.3,0.2,0.5,0,0,0.2,0.3,0.1,0.1,0,0,0.1,28.1,27.3,53.4,0.2,2.6,9.2,7.4,10.3,18.6,55.3,15.8,0,0,0,0,0,15.3,41.9,11.5,2.9,2.7,15.8,3.3,3.4,2.1,1.2,0.8,0.6,0.3,1,10.3,18.6,55.3,15.8
"E07000134","North West Leicestershire",14.45,"Conservative and Unionist Party",78.7,"(Conservative)",0.8,3.3,95.3,0.4,0.1,1.7,0.4,0.1,0.3,0.2,0.6,0,0,0.2,0.3,0.1,0.1,0,0,0.1,29.3,28.3,52.4,0.2,2.5,9.4,7.2,9,18.5,57.7,14.8,0,0,0,0,0,14.4,42,9.3,3.4,2.4,16.1,3.8,3.8,3.4,1.4,1,0.7,0.4,1.4,9,18.5,57.7,14.8
"E07000135","Harborough",17.83,"Conservative and Unionist Party",79.3,"(Conservative)",4.3,23.9,70.6,0.7,0,1.7,0.7,0.2,0.9,0.4,17.7,1.9,0.2,0.6,1.9,0.5,0.5,0.1,0.3,1.1,30.6,31.2,51.7,0.1,2,7,8,10.3,20.8,58.3,10.6,0,0,0,0,0,15.1,38.2,8.6,3.2,3.9,15,8.7,3.2,2.7,1.5,0.9,0.6,0.5,1.3,10.3,20.8,58.3,10.6
"E07000136","Boston and Skegness",28.81,"Conservative and Unionist Party",78,"(Conservative)",1.4,1.8,83.9,0.3,0.1,12.5,0.3,0.2,0.3,0.3,0.6,0.2,0.1,0.2,0.3,0.3,0.1,0.1,0.1,0.2,27.7,29.2,49.3,0.2,2.4,10.7,8.1,8.2,21.4,56.8,13.6,0,0,0,0,0,15.8,39.5,8.3,4.2,2.1,16.6,3.1,3.9,4.4,2.3,1.3,0.8,0.6,1.7,8.2,21.4,56.8,13.6
"E07000137","Boston and Skegness",28.81,"Conservative and Unionist Party",77.2,"(Conservative)",2.2,0.8,96.6,0.4,0,1.5,0.3,0.1,0.2,0.1,0.2,0,0.1,0.1,0.1,0.1,0.1,0,0,0,22.8,24.3,53.6,0.2,2.2,10.3,9.4,10.4,22.6,50.9,16,0,0,0,0,0,14.3,29.8,10.9,4,1.9,24.1,3.2,4.4,5.8,1.8,1.3,0.9,0.5,1.5,10.4,22.6,50.9,16
"E07000137","Gainsborough",21.44,"Conservative and Unionist Party",77.2,"(Conservative)",2.2,0.8,96.6,0.4,0,1.5,0.3,0.1,0.2,0.1,0.2,0,0.1,0.1,0.1,0.1,0.1,0,0,0,22.8,24.3,53.6,0.2,2.2,10.3,9.4,10.4,22.6,50.9,16,0,0,0,0,0,14.3,29.8,10.9,4,1.9,24.1,3.2,4.4,5.8,1.8,1.3,0.9,0.5,1.5,10.4,22.6,50.9,16
"E07000137","Louth and Horncastle",27.47,"Conservative and Unionist Party",77.2,"(Conservative)",2.2,0.8,96.6,0.4,0,1.5,0.3,0.1,0.2,0.1,0.2,0,0.1,0.1,0.1,0.1,0.1,0,0,0,22.8,24.3,53.6,0.2,2.2,10.3,9.4,10.4,22.6,50.9,16,0,0,0,0,0,14.3,29.8,10.9,4,1.9,24.1,3.2,4.4,5.8,1.8,1.3,0.9,0.5,1.5,10.4,22.6,50.9,16
"E07000138","Lincoln",2.32,"Conservative and Unionist Party",76.9,"(Conservative)",6.1,26.2,89.4,0.8,0.1,5.3,0.4,0.2,0.4,0.3,0.6,0.1,0.1,0.5,0.6,0.5,0.2,0.1,0.2,0.2,25.6,44,36.4,0.2,2.4,10.7,6.4,11.7,20.7,56.8,10.8,0,0,0,0,0,13.9,37,6.4,4.9,7,11.2,8.8,4,4.6,2.2,1.6,0.8,0.8,2,11.7,20.7,56.8,10.8
"E07000139","Sleaford and North Hykeham",33.43,"Conservative and Unionist Party",80.1,"(Conservative)",1.7,1.2,95.9,0.5,0.1,1.8,0.2,0.1,0.2,0.2,0.2,0,0.1,0.2,0.2,0.1,0.1,0,0,0.1,27.7,23.7,56.6,0.2,2.3,9.4,7.8,9.4,19,56.3,15.3,0,0,0,0,0,14.5,40.8,9.4,2.9,2.4,18.9,3.2,3.7,2.9,1.1,0.9,0.7,0.3,1,9.4,19,56.3,15.3
"E07000139","Lincoln",2.32,"Conservative and Unionist Party",80.1,"(Conservative)",1.7,1.2,95.9,0.5,0.1,1.8,0.2,0.1,0.2,0.2,0.2,0,0.1,0.2,0.2,0.1,0.1,0,0,0.1,27.7,23.7,56.6,0.2,2.3,9.4,7.8,9.4,19,56.3,15.3,0,0,0,0,0,14.5,40.8,9.4,2.9,2.4,18.9,3.2,3.7,2.9,1.1,0.9,0.7,0.3,1,9.4,19,56.3,15.3
"E07000140","South Holland and The Deepings",43.6,"Conservative and Unionist Party",78.9,"(Conservative)",1,1.2,90.1,0.3,0.1,7.3,0.3,0.2,0.3,0.2,0.3,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0,0.1,26.4,25.4,53.3,0.2,2.5,9.7,8.9,8.7,17.7,55.8,17.9,0,0,0,0,0,13.2,40.2,10,4,1.9,18.6,2.9,4,3.6,1.6,1.1,0.9,0.4,1.6,8.7,17.7,55.8,17.9
"E07000141","Sleaford and North Hykeham",33.43,"Conservative and Unionist Party",79.6,"(Conservative)",1,1.4,93.6,0.5,0.1,3.3,0.3,0.1,0.2,0.2,0.4,0.1,0,0.3,0.4,0.2,0.1,0,0,0.1,28.6,26.1,53.6,0.1,2.8,9.9,7.5,9.7,19.3,56.4,14.6,0,0,0,0,0,15,41.2,10.1,3.3,2.6,16.5,3.2,3.7,2.9,1.5,0.9,0.7,0.4,1.3,9.7,19.3,56.4,14.6
"E07000141","Grantham and Stamford",28.08,"Conservative and Unionist Party",79.6,"(Conservative)",1,1.4,93.6,0.5,0.1,3.3,0.3,0.1,0.2,0.2,0.4,0.1,0,0.3,0.4,0.2,0.1,0,0,0.1,28.6,26.1,53.6,0.1,2.8,9.9,7.5,9.7,19.3,56.4,14.6,0,0,0,0,0,15,41.2,10.1,3.3,2.6,16.5,3.2,3.7,2.9,1.5,0.9,0.7,0.4,1.3,9.7,19.3,56.4,14.6
"E07000141","South Holland and The Deepings",43.6,"Conservative and Unionist Party",79.6,"(Conservative)",1,1.4,93.6,0.5,0.1,3.3,0.3,0.1,0.2,0.2,0.4,0.1,0,0.3,0.4,0.2,0.1,0,0,0.1,28.6,26.1,53.6,0.1,2.8,9.9,7.5,9.7,19.3,56.4,14.6,0,0,0,0,0,15,41.2,10.1,3.3,2.6,16.5,3.2,3.7,2.9,1.5,0.9,0.7,0.4,1.3,9.7,19.3,56.4,14.6
"E07000142","Gainsborough",21.44,"Conservative and Unionist Party",78.7,"(Conservative)",1.6,0.8,96.3,0.5,0.2,1.2,0.2,0.1,0.2,0.2,0.4,0.1,0,0.1,0.2,0.1,0.1,0,0,0,26.9,25,54.9,0.1,2.2,9.8,7.9,10.9,19.9,53.7,15.6,0,0,0,0,0,15,36.9,10.2,3.8,2.3,18.9,3.6,4,3.8,1.4,1.2,0.8,0.5,1.5,10.9,19.9,53.7,15.6
"E07000143","South West Norfolk",26.74,"Conservative and Unionist Party",79.5,"(Conservative)",2.2,1,91.2,0.5,0.2,5.6,0.3,0.2,0.3,0.4,0.2,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0,0.1,27.4,26.6,52.7,0.2,2.5,9.9,8,10,19.2,55.1,15.7,0,0,0,0,0,14.6,38.6,10.1,3.5,2.2,18,3,4.2,3.5,2.2,1.1,0.7,0.4,1.3,10,19.2,55.1,15.7
"E07000143","Mid Norfolk",27.3,"Conservative and Unionist Party",79.5,"(Conservative)",2.2,1,91.2,0.5,0.2,5.6,0.3,0.2,0.3,0.4,0.2,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0,0.1,27.4,26.6,52.7,0.2,2.5,9.9,8,10,19.2,55.1,15.7,0,0,0,0,0,14.6,38.6,10.1,3.5,2.2,18,3,4.2,3.5,2.2,1.1,0.7,0.4,1.3,10,19.2,55.1,15.7
"E07000144","Broadland",13.84,"Conservative and Unionist Party",80.9,"(Conservative)",1.4,2.3,95.9,0.3,0,1.4,0.2,0.1,0.3,0.2,0.3,0,0.1,0.2,0.3,0.2,0.1,0,0.1,0.1,26.3,24.5,55.7,0.2,2,9.5,8.1,11.2,21.2,54.6,13,0,0,0,0,0,16.7,37.8,11.4,2.6,2.6,18.6,2.8,3.5,2.8,1.2,0.8,0.6,0.3,0.9,11.2,21.2,54.6,13
"E07000144","Norwich North",9.16,"Conservative and Unionist Party",80.9,"(Conservative)",1.4,2.3,95.9,0.3,0,1.4,0.2,0.1,0.3,0.2,0.3,0,0.1,0.2,0.3,0.2,0.1,0,0.1,0.1,26.3,24.5,55.7,0.2,2,9.5,8.1,11.2,21.2,54.6,13,0,0,0,0,0,16.7,37.8,11.4,2.6,2.6,18.6,2.8,3.5,2.8,1.2,0.8,0.6,0.3,0.9,11.2,21.2,54.6,13
"E07000145","Great Yarmouth",9.93,"Conservative and Unionist Party",77.3,"(Conservative)",1.1,5.6,92.8,0.4,0.1,3.6,0.3,0.3,0.3,0.3,0.5,0.1,0,0.2,0.4,0.3,0.1,0.1,0.1,0.2,27.6,30.9,46.7,0.2,2.5,11.4,8.4,10.6,23.5,52.8,13.1,0,0,0,0,0,16.3,32.4,8.3,6.1,2.4,18.3,3.6,4.9,5.3,2.3,1.9,1.2,0.8,2.4,10.6,23.5,52.8,13.1
"E07000146","North West Norfolk",30.99,"Conservative and Unionist Party",79,"(Conservative)",1.5,1,92.2,0.4,0.2,4.5,0.2,0.2,0.3,0.3,0.5,0.1,0,0.3,0.4,0.2,0.1,0.1,0.1,0.1,25.4,26.6,52.9,0.2,2.2,9.8,8.3,10.2,19.8,55.2,14.8,0,0,0,0,0,14.6,36.5,10.3,3.7,2.2,19.6,3.1,4.3,4.1,1.7,1.1,0.8,0.5,1.5,10.2,19.8,55.2,14.8
"E07000146","South West Norfolk",26.74,"Conservative and Unionist Party",79,"(Conservative)",1.5,1,92.2,0.4,0.2,4.5,0.2,0.2,0.3,0.3,0.5,0.1,0,0.3,0.4,0.2,0.1,0.1,0.1,0.1,25.4,26.6,52.9,0.2,2.2,9.8,8.3,10.2,19.8,55.2,14.8,0,0,0,0,0,14.6,36.5,10.3,3.7,2.2,19.6,3.1,4.3,4.1,1.7,1.1,0.8,0.5,1.5,10.2,19.8,55.2,14.8
"E07000147","North Norfolk",23.41,"Liberal Democrats",79.8,"(Liberal Democrat)",2.4,1.1,96.6,0.3,0,1.7,0.2,0.1,0.2,0.1,0.1,0,0.1,0.1,0.2,0.1,0.1,0,0,0.1,20.7,24.2,53.4,0.3,2.2,10.3,9.6,11.9,21.7,51.8,14.6,0,0,0,0,0,14.6,30.2,13.3,3.3,1.8,23.8,2.8,4,3.9,2.2,1,0.9,0.3,1.3,11.9,21.7,51.8,14.6
"E07000147","Broadland",13.84,"Conservative and Unionist Party",79.8,"(Conservative)",2.4,1.1,96.6,0.3,0,1.7,0.2,0.1,0.2,0.1,0.1,0,0.1,0.1,0.2,0.1,0.1,0,0,0.1,20.7,24.2,53.4,0.3,2.2,10.3,9.6,11.9,21.7,51.8,14.6,0,0,0,0,0,14.6,30.2,13.3,3.3,1.8,23.8,2.8,4,3.9,2.2,1,0.9,0.3,1.3,11.9,21.7,51.8,14.6
"E07000148","Norwich North",9.16,"Conservative and Unionist Party",78.3,"(Conservative)",3.6,34,84.7,0.7,0.1,5.4,0.5,0.5,0.7,0.6,1.3,0.2,0.4,1.3,1.3,1.3,0.2,0.1,0.5,0.4,23.3,46.9,33.4,0.3,2.6,10.7,6.1,11.4,19.6,58.3,10.7,0,0,0,0,0,13.4,37.2,7.2,5,5.4,10.7,9.5,4.3,4.9,2.2,1.5,0.7,0.7,2,11.4,19.6,58.3,10.7
"E07000148","Norwich South",0.649999999999999,"Liberal Democrats",78.3,"(Liberal Democrat)",3.6,34,84.7,0.7,0.1,5.4,0.5,0.5,0.7,0.6,1.3,0.2,0.4,1.3,1.3,1.3,0.2,0.1,0.5,0.4,23.3,46.9,33.4,0.3,2.6,10.7,6.1,11.4,19.6,58.3,10.7,0,0,0,0,0,13.4,37.2,7.2,5,5.4,10.7,9.5,4.3,4.9,2.2,1.5,0.7,0.7,2,11.4,19.6,58.3,10.7
"E07000149","Norwich South",0.649999999999999,"Liberal Democrats",80.8,"(Liberal Democrat)",1.4,1.4,95.2,0.4,0.1,1.9,0.3,0.1,0.3,0.2,0.3,0.1,0,0.3,0.3,0.2,0.1,0,0.1,0.1,26.7,25.4,55.5,0.3,2.2,9.4,7.3,11.3,20.1,53.1,15.4,0,0,0,0,0,15.7,37.6,12.2,2.7,2.5,18.2,3.2,3.9,2.8,1.3,0.8,0.7,0.3,1,11.3,20.1,53.1,15.4
"E07000149","Mid Norfolk",27.3,"Conservative and Unionist Party",80.8,"(Conservative)",1.4,1.4,95.2,0.4,0.1,1.9,0.3,0.1,0.3,0.2,0.3,0.1,0,0.3,0.3,0.2,0.1,0,0.1,0.1,26.7,25.4,55.5,0.3,2.2,9.4,7.3,11.3,20.1,53.1,15.4,0,0,0,0,0,15.7,37.6,12.2,2.7,2.5,18.2,3.2,3.9,2.8,1.3,0.8,0.7,0.3,1,11.3,20.1,53.1,15.4
"E07000149","South Norfolk",19.89,"Conservative and Unionist Party",80.8,"(Conservative)",1.4,1.4,95.2,0.4,0.1,1.9,0.3,0.1,0.3,0.2,0.3,0.1,0,0.3,0.3,0.2,0.1,0,0.1,0.1,26.7,25.4,55.5,0.3,2.2,9.4,7.3,11.3,20.1,53.1,15.4,0,0,0,0,0,15.7,37.6,12.2,2.7,2.5,18.2,3.2,3.9,2.8,1.3,0.8,0.7,0.3,1,11.3,20.1,53.1,15.4
"E07000150","Corby",3.5,"Conservative and Unionist Party",76.4,"(Labour (Co-op))",0.4,7.6,85,1.4,0,9.1,0.4,0.2,0.4,0.4,0.6,0.1,0.2,0.2,0.3,1.3,0.2,0.2,0,0.1,33,34.9,44.2,0.2,3.9,10.2,6.6,6.7,18.1,64.5,10.7,0,0,0,0,0,13.6,46.4,5.9,4.9,2.8,12.4,3.3,3.9,5,1.8,1.5,0.8,0.5,1.6,6.7,18.1,64.5,10.7
"E07000151","Daventry",37.06,"Conservative and Unionist Party",78.8,"(Conservative)",2.5,1.2,93.1,0.7,0.1,2.7,0.5,0.1,0.4,0.2,0.7,0.2,0.1,0.2,0.3,0.3,0.3,0.1,0,0.1,30.1,26.5,54.2,0.2,2.9,9.6,6.6,10,17.6,55.8,16.6,0,0,0,0,0,13.8,41.2,11.8,3,2.6,15.3,3.4,3.6,2.5,2.7,0.8,0.8,0.3,1.1,10,17.6,55.8,16.6
"E07000152","Corby",3.5,"Conservative and Unionist Party",79.3,"(Labour (Co-op))",2.1,1.7,93.5,0.7,0.1,2.5,0.4,0.1,0.3,0.3,0.6,0.1,0,0.3,0.3,0.4,0.2,0.1,0,0.1,30.2,27.2,53,0.2,3.1,9.8,6.6,9,17.2,57.3,16.4,0,0,0,0,0,13.7,42.8,10.5,3.4,2.3,15.2,4,4,2.9,1.3,1,0.8,0.4,1.2,9,17.2,57.3,16.4
"E07000152","Wellingborough",22.81,"Conservative and Unionist Party",79.3,"(Conservative)",2.1,1.7,93.5,0.7,0.1,2.5,0.4,0.1,0.3,0.3,0.6,0.1,0,0.3,0.3,0.4,0.2,0.1,0,0.1,30.2,27.2,53,0.2,3.1,9.8,6.6,9,17.2,57.3,16.4,0,0,0,0,0,13.7,42.8,10.5,3.4,2.3,15.2,4,4,2.9,1.3,1,0.8,0.4,1.2,9,17.2,57.3,16.4
"E07000153","Kettering",19.22,"Conservative and Unionist Party",78.5,"(Conservative)",1,4,89.3,0.7,0.2,3.7,0.4,0.2,0.4,0.3,1.9,0.2,0.1,0.3,0.7,0.7,0.2,0.1,0.2,0.3,30.2,29.8,50.1,0.2,3.2,9.8,6.9,8.8,18.7,59.2,13.3,0,0,0,0,0,14.7,43.1,9.2,4,2.6,14.3,3.1,3.9,3.5,1.6,1.2,0.8,0.5,1.5,8.8,18.7,59.2,13.3
"E07000154","Northampton North",4.81,"Conservative and Unionist Party",76.9,"(Conservative)",1.7,26.3,76.6,1.4,0.1,6.5,1.5,0.5,0.6,0.7,2.5,0.7,1.6,0.8,0.9,3.1,1.4,0.6,0.3,0.4,30.7,37.2,43.6,0.2,3.5,9.5,6.1,8.6,18,61.7,11.7,0,0,0,0,0,13.5,43.9,8,4.6,4.1,11.2,5.1,3.9,3.7,1.9,1.2,0.8,0.6,1.9,8.6,18,61.7,11.7
"E07000154","Northampton South",15.41,"Conservative and Unionist Party",76.9,"(Conservative)",1.7,26.3,76.6,1.4,0.1,6.5,1.5,0.5,0.6,0.7,2.5,0.7,1.6,0.8,0.9,3.1,1.4,0.6,0.3,0.4,30.7,37.2,43.6,0.2,3.5,9.5,6.1,8.6,18,61.7,11.7,0,0,0,0,0,13.5,43.9,8,4.6,4.1,11.2,5.1,3.9,3.7,1.9,1.2,0.8,0.6,1.9,8.6,18,61.7,11.7
"E07000154","South Northamptonshire",34.2,"Conservative and Unionist Party",76.9,"(Conservative)",1.7,26.3,76.6,1.4,0.1,6.5,1.5,0.5,0.6,0.7,2.5,0.7,1.6,0.8,0.9,3.1,1.4,0.6,0.3,0.4,30.7,37.2,43.6,0.2,3.5,9.5,6.1,8.6,18,61.7,11.7,0,0,0,0,0,13.5,43.9,8,4.6,4.1,11.2,5.1,3.9,3.7,1.9,1.2,0.8,0.6,1.9,8.6,18,61.7,11.7
"E07000155","Daventry",37.06,"Conservative and Unionist Party",81.5,"(Conservative)",0.8,1.3,94.1,0.7,0,2.2,0.3,0.2,0.4,0.3,0.7,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0,0.1,30.8,24.2,58,0.2,2.4,8.8,6.5,10.2,17.3,55,17.5,0,0,0,0,0,14.4,43.4,13.3,2.4,2.7,14.7,3,3.4,1.7,1.1,0.6,0.7,0.2,0.8,10.2,17.3,55,17.5
"E07000155","South Northamptonshire",34.2,"Conservative and Unionist Party",81.5,"(Conservative)",0.8,1.3,94.1,0.7,0,2.2,0.3,0.2,0.4,0.3,0.7,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0,0.1,30.8,24.2,58,0.2,2.4,8.8,6.5,10.2,17.3,55,17.5,0,0,0,0,0,14.4,43.4,13.3,2.4,2.7,14.7,3,3.4,1.7,1.1,0.6,0.7,0.2,0.8,10.2,17.3,55,17.5
"E07000156","Daventry",37.06,"Conservative and Unionist Party",79.3,"(Conservative)",1,4.6,81.3,0.8,0.1,5.1,1.6,0.3,0.5,0.5,4.1,0.4,0.7,0.2,0.5,1.2,1.9,0.5,0.1,0.3,30.2,30.5,49.2,0.2,3.2,10,7,8.6,17.6,60.9,12.9,0,0,0,0,0,13.6,42.6,8.1,4.7,2.6,14.7,3.4,4.3,3.8,2.2,1.3,1,0.6,1.8,8.6,17.6,60.9,12.9
"E07000156","Wellingborough",22.81,"Conservative and Unionist Party",79.3,"(Conservative)",1,4.6,81.3,0.8,0.1,5.1,1.6,0.3,0.5,0.5,4.1,0.4,0.7,0.2,0.5,1.2,1.9,0.5,0.1,0.3,30.2,30.5,49.2,0.2,3.2,10,7,8.6,17.6,60.9,12.9,0,0,0,0,0,13.6,42.6,8.1,4.7,2.6,14.7,3.4,4.3,3.8,2.2,1.3,1,0.6,1.8,8.6,17.6,60.9,12.9
"E07000163","Skipton and Ripon",18.18,"Conservative and Unionist Party",79.7,"(Conservative)",1.9,0.5,95.4,0.4,0.1,1.5,0.2,0.1,0.3,0.1,0.3,0.9,0.1,0.2,0.3,0.1,0,0,0,0,24.6,25.1,54.2,0.2,2.1,9.7,8.7,10.8,19.9,51.8,17.5,0,0,0,0,0,15.3,36.3,15,2.5,2.6,18.8,3.2,2.6,2.4,1.2,0.7,0.6,0.2,1,10.8,19.9,51.8,17.5
"E07000164","Thirsk and Malton",29.57,"Conservative and Unionist Party",80.6,"(Conservative)",2,0.7,96.3,0.3,0.1,1.5,0.2,0.1,0.3,0.1,0.2,0.1,0,0.1,0.2,0.1,0,0.1,0.1,0.1,26.5,24.9,56.4,0.1,2.2,8.6,7.9,10.1,19,52.6,18.3,0,0,0,0,0,15.1,38.9,13.4,2.6,2.2,18.1,3,3.1,2.3,1.4,0.7,0.6,0.3,0.8,10.1,19,52.6,18.3
"E07000164","Richmond (Yorks)",43.69,"Conservative and Unionist Party",80.6,"(Conservative)",2,0.7,96.3,0.3,0.1,1.5,0.2,0.1,0.3,0.1,0.2,0.1,0,0.1,0.2,0.1,0,0.1,0.1,0.1,26.5,24.9,56.4,0.1,2.2,8.6,7.9,10.1,19,52.6,18.3,0,0,0,0,0,15.1,38.9,13.4,2.6,2.2,18.1,3,3.1,2.3,1.4,0.7,0.6,0.3,0.8,10.1,19,52.6,18.3
"E07000165","Skipton and Ripon",18.18,"Conservative and Unionist Party",80.1,"(Conservative)",2.6,1.2,91.7,0.5,0.1,4.1,0.3,0.2,0.4,0.3,0.4,0.1,0,0.6,0.5,0.4,0.1,0.2,0.1,0.2,28.1,27,53.5,0.2,2.2,9.5,7.6,10.1,19,54,16.9,0,0,0,0,0,14.9,40.8,13.3,2.6,2.6,15.5,3.3,3.4,2.3,1.3,0.6,0.6,0.2,0.9,10.1,19,54,16.9
"E07000165","Harrogate and Knaresborough",1.95,"Conservative and Unionist Party",80.1,"(Conservative)",2.6,1.2,91.7,0.5,0.1,4.1,0.3,0.2,0.4,0.3,0.4,0.1,0,0.6,0.5,0.4,0.1,0.2,0.1,0.2,28.1,27,53.5,0.2,2.2,9.5,7.6,10.1,19,54,16.9,0,0,0,0,0,14.9,40.8,13.3,2.6,2.6,15.5,3.3,3.4,2.3,1.3,0.6,0.6,0.2,0.9,10.1,19,54,16.9
"E07000165","Selby and Ainsty",23.71,"Conservative and Unionist Party",80.1,"(Conservative)",2.6,1.2,91.7,0.5,0.1,4.1,0.3,0.2,0.4,0.3,0.4,0.1,0,0.6,0.5,0.4,0.1,0.2,0.1,0.2,28.1,27,53.5,0.2,2.2,9.5,7.6,10.1,19,54,16.9,0,0,0,0,0,14.9,40.8,13.3,2.6,2.6,15.5,3.3,3.4,2.3,1.3,0.6,0.6,0.2,0.9,10.1,19,54,16.9
"E07000166","Richmond (Yorks)",43.69,"Conservative and Unionist Party",79.3,"(Conservative)",8.9,0.4,93.4,0.4,0,1.6,0.3,0.1,0.2,0.3,0.1,0.1,0,0.2,2,0.5,0.2,0.3,0,0.3,29.1,29,53.3,0.3,2.7,8.2,6.6,8.3,16.8,48.5,26.5,0,0,0,0,0,13.5,44.3,12.5,2.9,1.9,14.9,2.4,3.6,2.2,1.8,0.9,0.6,0.3,1,8.3,16.8,48.5,26.5
"E07000167","Thirsk and Malton",29.57,"Conservative and Unionist Party",79.9,"(Conservative)",2.2,0.3,96.2,0.5,0.2,1.8,0.2,0.1,0.2,0.1,0.1,0,0,0.2,0.3,0.1,0,0,0,0,24,25.4,55,0.1,2.1,8.7,8.7,11.3,20.5,50.6,17.7,0,0,0,0,0,15.4,34,16.6,2.7,2.2,18.6,3.4,3.1,2.5,1.4,0.8,0.7,0.3,1,11.3,20.5,50.6,17.7
"E07000168","Thirsk and Malton",29.57,"Conservative and Unionist Party",77.2,"(Conservative)",2.2,1.3,95.2,0.3,0,2,0.2,0.1,0.3,0.2,0.4,0.2,0.1,0.3,0.4,0.2,0,0,0.1,0.1,23.1,28.6,48.7,0.2,2.5,10.8,9.2,10.8,24.3,51.1,13.8,0,0,0,0,0,16.2,30.7,11.7,4.2,3,20.3,4,3.5,4.7,1.8,1.2,0.9,0.4,1.7,10.8,24.3,51.1,13.8
"E07000168","Scarborough and Whitby",16.5,"Conservative and Unionist Party",77.2,"(Conservative)",2.2,1.3,95.2,0.3,0,2,0.2,0.1,0.3,0.2,0.4,0.2,0.1,0.3,0.4,0.2,0,0,0.1,0.1,23.1,28.6,48.7,0.2,2.5,10.8,9.2,10.8,24.3,51.1,13.8,0,0,0,0,0,16.2,30.7,11.7,4.2,3,20.3,4,3.5,4.7,1.8,1.2,0.9,0.4,1.7,10.8,24.3,51.1,13.8
"E07000169","Selby and Ainsty",23.71,"Conservative and Unionist Party",78.7,"(Conservative)",0.9,1.4,95.5,0.4,0.2,2.3,0.2,0.1,0.3,0.1,0.2,0,0,0.2,0.2,0.2,0,0,0,0,29.4,26.5,55.3,0.2,2.4,8.9,6.7,8.9,19.1,57.2,14.8,0,0,0,0,0,15,42.5,10.3,3.5,2.5,15.7,3,3.5,2.6,1.2,1,0.7,0.4,1.3,8.9,19.1,57.2,14.8
"E07000170","Ashfield",0.390000000000001,"Labour Party",77,"(Labour)",1.1,10.9,96,0.3,0,1.3,0.5,0.1,0.2,0.2,0.3,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0,0.1,29.7,31.1,48.3,0.2,2.8,10.1,7.4,8.3,20.2,60.5,11,0,0,0,0,0,14.7,39.5,7,4.7,2.2,16.5,3.3,4.5,5.6,1.9,1.6,0.8,0.8,1.9,8.3,20.2,60.5,11
"E07000170","Sherwood",0.43,"Conservative and Unionist Party",77,"(Conservative)",1.1,10.9,96,0.3,0,1.3,0.5,0.1,0.2,0.2,0.3,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0,0.1,29.7,31.1,48.3,0.2,2.8,10.1,7.4,8.3,20.2,60.5,11,0,0,0,0,0,14.7,39.5,7,4.7,2.2,16.5,3.3,4.5,5.6,1.9,1.6,0.8,0.8,1.9,8.3,20.2,60.5,11
"E07000171","Newark",31.53,"Conservative and Unionist Party",77.9,"(Conservative)",2.6,1.8,94.5,0.3,0.1,2.4,0.4,0.1,0.2,0.2,0.4,0.3,0.1,0.2,0.2,0.2,0.2,0.1,0,0.1,28.1,28.5,50.8,0.2,2.5,10,7.9,9.3,21,56,13.7,0,0,0,0,0,15.3,37.9,8.3,4,2.4,17.1,3.5,3.8,5.1,2.7,1.3,0.7,0.6,1.5,9.3,21,56,13.7
